,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
6924,0.5861593037166363,1.82213804782455,0.6242968293422596,-0.6626005763092553,1.5568627814201998,0.3252089645289763,1.0175876473118841,-0.6258635316811727,0.8298909808235497,0.22865084496524204,0.9617636894231764,0.49067915569344955,1.4449218825567476,-0.4737697057245398,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
8494,0.2036060337664508,0.4249000692764709,1.4939525165760907,-0.33333775014405637,0.8439789099185555,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,0.4092223783185091,0.2870170474126589,0.4939200252343134,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-1.45681744863776,-0.48116458471979834,1.4492680783271112,0.4903839162092966,2,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
502,-0.5926119747460616,-0.04084592357288879,-1.3565855693570228,0.9831553689296847,0.5450617880693523,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-1.112847379442156,-0.9931560966285214,-0.9912190843853309,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,0.48638937610826977,-1.4677424785204796,0.4903839162092966,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2344,-0.5772987574558985,-0.9723379092716081,-1.018386135432755,-1.2213869043962058,1.3647845231768567,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-0.7473338652392001,-0.0038871105542223226,-0.7806647378040134,-2.4002035369231036,-1.4547808719219755,-1.446602777027496,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2907,-0.2851003985752732,0.8906460621258305,0.8175536487275554,-0.03812920959112335,1.0072588708710406,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.690939317262722,-1.0518216171145036,-0.7643785613597989,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5242,-0.6161014800011084,-0.5065919164222484,1.5422667214224148,-0.35139154306106857,-1.5975309893523038,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,0.8641610396326496,-0.5281699134665545,0.8918510966202858,0.49067915569344955,0.4783542977305066,1.4718964368813727,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9038,-0.5093939930017811,-0.5065919164222484,0.6726110341885836,-0.27829582831001015,0.6297491492549864,0.986202794872424,1.0175876473118841,0.9466579047036832,1.0780974108852504,0.17053149315260288,0.9413344195674389,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5675,0.7128224765963572,-0.5065919164222484,-0.003787833659951896,-0.6321425804290883,-0.8017806054594617,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,1.0241516427135409,-0.5280860774019137,0.878317649299585,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1208,-0.6716725219319268,0.8906460621258305,-0.4386156772768675,1.9643051980036375,-0.25086234465438123,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-0.5522580338619213,-0.0037833867120241173,-0.5850719350956894,-1.436575972717586,0.4783542977305066,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6695,-0.6479751449489594,-0.5065919164222484,-0.14873044819892378,-0.848845899912707,-0.015773925513477737,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0.868933040185016,-1.5745767406267046,0.6567444349544801,0.49067915569344955,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,0.4903839162092966,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
5142,1.1853149141602612,-0.04084592357288879,0.5759826244959356,0.8679308275043193,-1.6130760212388278,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,1.0948807236537483,-0.8183614648839842,1.1301808923065966,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
856,-0.6587844748008393,-0.9723379092716081,-0.4869298821231915,-1.0880943849054914,1.6361113674191443,-0.6662817809861953,2.0293073205191656,0.9466579047036832,-1.0237994435444868,0.28804904608059817,-1.0413377776230242,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3312,-0.5954528883609789,0.8906460621258305,0.5759826244959356,-0.5603589918991883,-0.5616831186914244,1.6471966252158718,0.005867974104602262,-0.6258635316811727,-0.7237529666466227,2.154637716987908,-0.6604333735627449,-0.47294840851206826,-0.48821328709573447,-2.4194358483304526,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
8793,-0.5757050742085059,0.4249000692764709,-1.4048997742033467,1.8270174314838505,0.6870298698640842,0.6557058797007002,0.005867974104602262,-0.6258635316811727,1.0322256195555497,-0.9924889711441375,1.028999421715792,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3577,-0.38834335677592097,-0.5065919164222484,0.4793542148032877,0.17621866601116198,-1.3811657190121491,-0.9967786961579193,1.0175876473118841,0.9466579047036832,-0.3660185724090348,0.5791601161125732,-0.4087129605296029,1.4543067198989672,-0.48821328709573447,0.4990633655784165,1.4647605064018812,-0.48098688487745467,0.48638937610826977,1.4492680783271112,1.462596279828045,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
4152,1.002942118197775,2.2878840406739096,1.5422667214224148,0.2574438892740667,0.3126486447215179,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.5515131698828507,-1.0509553111132093,-0.6495005767493127,-0.47294840851206826,0.4783542977305066,-1.446602777027496,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
4332,1.9589441949053836,0.8906460621258305,1.5422667214224148,-0.08092331972242825,-1.903907908551515,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,-1.1124315796190067,-0.293720029917352,-1.2420603711267646,1.4543067198989672,1.4449218825567476,0.4990633655784165,1.4647605064018812,-0.48098688487745467,1.453943336936338,0.47693122604458105,1.462596279828045,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6191,1.384871772964198,-0.5065919164222484,1.4456383117297669,-1.016245544693242,0.3407412661161007,-2.3187663568448147,0.005867974104602262,2.519179341088539,1.2603679391952585,-0.9935206204951417,1.2721902750043106,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1542,-0.6657135323981982,0.8906460621258305,0.8658678535738794,-0.6253365462570697,-0.656052465746064,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.8627687057168235,-0.2939743326467642,-0.9464373328153257,-2.4002035369231036,-2.4213484567482166,-2.4194358483304526,2.4396427070021347,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5935,0.6613395786479805,-0.5065919164222484,1.397324106883443,0.7095791795904415,-0.8934267341087485,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0.7659443581101717,0.6402672921178489,0.866143553797991,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,1.4492680783271112,2.4348086434467935,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3986,-0.613468438114112,0.4249000692764709,0.09284057603269602,0.8870836147887287,0.10961896864026305,0.3252089645289763,0.005867974104602262,0.9466579047036832,-1.182810570139867,0.5822876670796121,-1.1455240429759737,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-2.4326480123980656,2.421497297764406,1.4492680783271112,1.462596279828045,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
169,-0.5040586186518148,0.8906460621258305,0.8175536487275554,-0.20195490624818996,1.1285541672032997,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.9193738839281752,0.35004344052773684,-0.8752626696331578,0.49067915569344955,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
2640,-0.1666828042364094,-0.9723379092716081,1.397324106883443,0.14398327104438824,-0.18918571215577232,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,-1.1610698681147094,1.1641448873844142,-1.0334132877677045,-0.47294840851206826,1.4449218825567476,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,2.4348086434467935,2,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
5916,-0.6521325795073747,0.8906460621258305,-1.1633287499717269,2.661285368960391,-1.3823559590238668,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0.37628959910626847,0.8702249598700171,0.6147218462864728,2.417934284104485,1.4449218825567476,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,1.453943336936338,1.4492680783271112,1.462596279828045,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6574,-0.29369242999599826,-0.9723379092716081,-1.018386135432755,-1.0550302226471373,0.09026664727526244,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,0.9772455019219031,-0.7605099227222823,0.8707105269963733,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
8026,-0.40324083061024263,2.2878840406739096,1.397324106883443,-0.41768441529848405,-1.1453899930545866,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0.7561201182663917,0.17053149315260288,0.68412034270884,0.49067915569344955,1.4449218825567476,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2361,-0.665921404126119,-0.04084592357288879,1.5422667214224148,-0.8543376800913168,0.0736261375688065,0.6557058797007002,-1.0058516991026796,0.9466579047036832,-0.8842094997227996,1.1060232067922025,-0.9495990162199546,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,-0.4818284474094517,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
3742,-0.1934289665622148,0.8906460621258305,-1.3082713645106987,1.220720431443594,-2.0380612649033027,-1.9882694416730908,0.005867974104602262,0.9466579047036832,-0.8409150727744887,0.7530384429583769,-0.7801306888847672,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-1.45681744863776,-0.48116458471979834,0.47693122604458105,1.462596279828045,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
9561,-0.6170715480647386,-0.04084592357288879,-0.4869298821231915,0.28614824619109114,1.11584222913936,1.9776935403875957,2.0293073205191656,-0.6258635316811727,0.8077865357225271,1.2227765707031957,1.0576598945063305,2.417934284104485,1.4449218825567476,2.444729508184329,-2.4347682959991337,0.4948436788828508,2.421497297764406,2.4216049306096417,-0.4818284474094517,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2693,0.6509459922519422,-0.5065919164222484,0.9624962632665273,-0.3586663963856199,0.7389709761913645,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-1.1208494823844837,-0.5860307707465495,-1.3089010082357295,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,0.4903839162092966,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4735,-0.6733354957552931,0.8906460621258305,-0.05210203850627586,-0.05828949703615705,0.3319572813881775,-1.3272756113296431,0.005867974104602262,0.9466579047036832,-0.6604258190406133,0.05580416747044269,-0.6422573141591948,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
5687,-0.4811234380045568,-0.04084592357288879,-1.5015281838959946,2.263175634599728,0.09323384640102986,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,1.3530819572182176,-0.5864499510697564,1.2250002222647283,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3712,-0.40635890652905415,-0.9723379092716081,-1.115014545125403,-1.1584257688744068,2.0029507587085797,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-1.0325147903082863,-0.17782365688935944,-1.0670355263115177,0.49067915569344955,-0.48821328709573447,-1.446602777027496,-1.45988609539888,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
7954,-0.10203469685305078,-0.9723379092716081,1.1557530826518232,0.6168664685756505,-0.25425507844290396,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,1.3007922827554013,0.17053149315260288,1.0953851227740885,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,1.4647605064018812,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8088,-0.5633020611092335,-0.9723379092716081,1.349009902037119,-0.5525638982593829,0.2920361878274546,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0.5076508462024806,0.1712720450569352,0.3118988679752951,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8768,-0.6607939015040734,-0.5065919164222484,-0.4386156772768675,-0.09675500915247351,0.9331124963409606,1.6471966252158718,0.005867974104602262,0.9466579047036832,1.0449997408629896,-0.5277647058207883,0.949478225806364,-1.436575972717586,-1.4547808719219755,-2.4194358483304526,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8039,0.43870895804483867,-0.5065919164222484,-0.7285009063548112,-0.9864269443743581,2.058326154397734,0.986202794872424,-1.0058516991026796,-0.6258635316811727,0.9821971426916078,1.1646548901109832,0.9917610500369315,0.49067915569344955,1.4449218825567476,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8672,1.0264316234528215,0.4249000692764709,0.044526371186372066,1.0675999116076362,1.1112754979820345,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.3922378517489866,1.106344578373327,1.4265844657413405,-1.436575972717586,0.4783542977305066,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3290,2.1527499359035125,-0.9723379092716081,0.8658678535738794,-0.24614625349067423,1.0402273766727448,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-1.0709836271909743,1.630222173639893,-1.0619541821563907,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
7257,0.8441281180663086,0.8906460621258305,-0.5835582918158394,-0.5385727318260435,-0.1083031571415322,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,1.0598210042682228,1.5716952854019142,1.1245526463193207,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2829,0.3994212014678136,-0.04084592357288879,-0.14873044819892378,0.7083103180717106,1.4823064427979984,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.2231093924618315,-0.2944582530421109,-1.3363613587492171,-2.4002035369231036,-1.4547808719219755,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
1293,0.5647485157407973,-0.5065919164222484,-0.8251293160474592,-0.0037185221268941546,-2.2331128183040487,1.316699710044148,0.005867974104602262,0.9466579047036832,-1.1442865983842254,0.054743245360201656,-1.1317360857848855,2.417934284104485,1.4449218825567476,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5980,-0.4165446211971718,-0.9723379092716081,-0.2936730627378957,1.0316905632216196,-1.1642530457981692,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,1.239005880929257,0.22958235679459124,1.0854682543171676,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,2.4216049306096417,1.462596279828045,2,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1372,-0.6544191685145032,-0.04084592357288879,0.18946898572534393,0.5863893227452289,-0.03436229593065185,0.986202794872424,1.0175876473118841,-0.6258635316811727,-1.2063345594679713,-1.575011966241172,-1.3231273962889805,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4243,2.358542946545072,0.8906460621258305,1.0591246729591752,-1.0754979731823724,-0.11973241837206466,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.9623743619960512,-0.5857117279449975,-1.1131820206386265,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-1.4677424785204796,0.4903839162092966,2,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
207,-0.6147849590576102,-0.5065919164222484,0.044526371186372066,-0.465646174968902,-0.00655506835051111,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,-1.0853701302964938,-0.06241474400166477,-1.205327350392739,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
3791,1.137781579042379,-0.9723379092716081,-1.3082713645106987,-0.3586667510143283,1.5388882082336421,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.25279266708549825,0.4075872810444089,-0.02001528933575965,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9462,1.5493676003254984,0.8906460621258305,-0.8251293160474592,2.063588824356764,-0.2290248128980707,2.3081904555593193,0.005867974104602262,2.519179341088539,0.8415369615661055,-1.4012200604053366,0.6895635888486051,1.4543067198989672,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7825,-0.378226932683777,0.4249000692764709,0.9624962632665273,-0.7081122062331916,-0.41071014536998207,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,1.3968827804844564,-0.002664501278201933,1.2412070457234603,0.49067915569344955,0.4783542977305066,1.4718964368813727,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
364,-0.6142306344498215,-0.5065919164222484,0.2377831905716679,-0.48942864004174935,0.6957335486750111,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.364551475336379,0.2291624545497164,-0.4787683068826485,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6126,-0.2068020477251175,-0.9723379092716081,0.5276684196496116,-0.4041904383143509,-0.05284106412797836,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.8399527239441477,-0.7608965001314624,0.8162524782983166,-1.436575972717586,-1.4547808719219755,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
3005,-0.3415722179937483,-0.9723379092716081,-1.066700340279079,-0.07350413251354947,2.2336362092010087,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.2350881047058906,1.688851528179101,-1.1302305684399772,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4322,-0.053877746551406334,0.8906460621258305,1.349009902037119,0.23638780971156112,-0.17279790162741068,1.6471966252158718,0.005867974104602262,-0.6258635316811727,-0.7909732014048003,0.6372794679252125,-0.604086938803384,1.4543067198989672,1.4449218825567476,0.4990633655784165,-0.48500389479862627,-1.45681744863776,0.48638937610826977,0.47693122604458105,1.462596279828045,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
626,-0.36513101382476865,-0.04084592357288879,0.09284057603269602,-0.9034374432870582,0.1829070665416786,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,-1.1907328923656213,2.387202942516177,-1.0740419312161544,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,1.453943336936338,1.4492680783271112,0.4903839162092966,2,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3446,-0.5951757260570845,-0.9723379092716081,-0.2936730627378957,0.2834626429822179,0.37565878153608956,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-0.9800128378370656,-0.5280860774019137,-1.1138674406369595,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-2.4262531746469485,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
